,train_loss,test_loss
0,0.19357218431977144,0.16583798577388129
1,0.15070824640028121,0.15764429916938147
2,0.14536249075966481,0.15186187997460365
3,0.14278379402066518,0.15239036828279495
4,0.1414896068856376,0.1510347972313563
5,0.14100508102151843,0.15153788030147552
6,0.1407202012296624,0.15154320995012918
7,0.1402008653803238,0.1513752962152163
8,0.13984588363015923,0.1538051813840866
9,0.1396738167546462,0.1483695742984613
10,0.13936736408038108,0.1535105680425962
11,0.13917451768843386,0.1476952818532785
12,0.13906938579459568,0.15011224647363028
13,0.13895007209383123,0.1471999449034532
14,0.1388965875429336,0.1480528861284256
15,0.13842806674340982,0.15182705223560333
16,0.13875300107694422,0.1510248457392057
17,0.13867165131906745,0.14779370774825415
18,0.13860144824827558,0.1497639442483584
19,0.13855801589559508,0.1515367329120636
20,0.13831708708578963,0.15163864443699518
21,0.1383243451669869,0.14775492995977402
22,0.13820951758308037,0.1504351869225502
23,0.138157642396693,0.1527029387652874
24,0.13806164371674412,0.15220357353488603
25,0.13801721435125547,0.1505631978313128
26,0.13804863575305648,0.15017149845759073
27,0.13799850863781365,0.14990988497932753
28,0.1379222644791576,0.15136575450499853
29,0.13731242076827938,0.15229719132184982
30,0.137842976594813,0.15108992656071982
31,0.13768533471516753,0.14498538275559744
32,0.13776585729863808,0.14822290341059366
33,0.137740304764673,0.1541594204803308
34,0.13760808204080313,0.1507491593559583
35,0.13764014269246627,0.15148967752854028
36,0.13755363659250713,0.15374576797087988
37,0.13746194247838878,0.1469525434076786
38,0.13751597895877052,0.15370249127348265
39,0.13739210215773973,0.14884593710303307
40,0.1373490888468978,0.15082760403553644
41,0.13739116514414434,0.1512138471007347
42,0.13733966791831698,0.15629626189668974
43,0.13731088882440146,0.14819930866360664
44,0.1373951691025086,0.1515148108204206
45,0.1373363733078346,0.14468998710314432
46,0.1372907335678016,0.15694720049699148
47,0.13699347548229435,0.15259236097335815
48,0.13718233387988374,0.1501469723880291
49,0.13723702306098495,0.14964366207520166
50,0.13715645539012689,0.14484916006525358
51,0.1370161417836167,0.14848131934801737
52,0.1369708346857028,0.1477154865860939
53,0.1370057035628564,0.1529220168789228
54,0.13709439437850626,0.15040687223275503
55,0.13699669711192258,0.1510972132285436
56,0.1369922807767191,0.15070166811347008
57,0.13702558772993906,0.15068180859088898
58,0.13700298144204812,0.1467918319006761
59,0.13700420960058807,0.14832109461228052
60,0.13687726617115373,0.15062841400504112
61,0.13685349413044468,0.15466023609042168
62,0.1369048386015965,0.15393328915039697
63,0.1368351771553111,0.15112964808940887
64,0.136872292410952,0.15070477376381555
65,0.1368353260958297,0.14817087103923163
66,0.13675336631100254,0.14788083856304488
67,0.13665938027956673,0.15009739498297373
68,0.13679469012449147,0.14847593754529953
69,0.1367141342622349,0.15596861764788628
70,0.13672760446762083,0.149753600358963
71,0.13660137431042,0.15015223498145738
72,0.136733761053703,0.1490872527162234
73,0.1366956601779595,0.14685073246558508
74,0.13667194459601553,0.15430495887994766
75,0.1366026981641318,0.14726291100184122
76,0.13663987083118836,0.14348790173729262
77,0.1366165119315718,0.14989421516656876
78,0.13657054623219234,0.15062821408112845
79,0.1366192073532814,0.14878106117248535
80,0.1365476494356421,0.15166343127687773
81,0.1364959282516182,0.1465044505894184
82,0.136559383463797,0.1467142403125763
83,0.13650864182139627,0.14748302971323332
84,0.1365190242338954,0.1487811952829361
85,0.1363661332155457,0.15191913520296416
86,0.13650260717814205,0.14710644880930582
87,0.13649017872459446,0.14736694718400636
88,0.13648621342678108,0.14731702208518982
89,0.1363945899118904,0.15153813858826956
90,0.13639900977332287,0.1473557104667028
91,0.13642240714864762,0.15050809582074484
92,0.13640952668728606,0.14731898282965025
93,0.13636018829206928,0.15089246382315954
94,0.13640750355250736,0.15305901567141214
95,0.13638681934378644,0.15653876711924872
96,0.13630515276916497,0.1491103172302246
97,0.13636805485749176,0.14545265585184097
98,0.13633138017785798,0.15029000987609228
99,0.13635066883524752,0.1494989494482676
